avid;avname;avdesc;avcat;
2955;Wenn Blicke töten könnten (10 Spieler);Bezwingt Kologarn im 10-Spieler-Modus, ohne dass ein Gruppenmitglied von 'Fokussierter Augenstrahl' getroffen wird.;14922;
2956;Wenn Blicke töten könnten (25 Spieler);Bezwingt Kologarn im 25-Spieler-Modus, ohne dass ein Gruppenmitglied von 'Fokussierter Augenstrahl' getroffen wird.;14922;
2957;Ruhm des Schlachtzüglers von Ulduar (10 Spieler);Schließt die unten aufgelisteten Erfolge für 10-Spieler-Schlachtzüge ab.;168;
2958;Ruhm des Schlachtzüglers von Ulduar (25 Spieler);Schließt die unten aufgelisteten Erfolge für 25-Spieler-Schlachtzüge ab.;168;
2959;Jede Menge Kies (10 Spieler);Bezwingt Kologarn im 10-Spieler-Modus, nachdem mindestens 25 Geröllwesen erschienen sind.;14922;
2960;Jede Menge Kies (25 Spieler);Bezwingt Kologarn im 25-Spieler-Modus, nachdem mindestens 25 Geröllwesen erschienen sind.;14922;
2961;Trotzt dem Eis (10 Spieler);Bezwingt Hodir im 10-Spieler-Modus, ohne dass ein Gruppenmitglied von 'Blitzeis' getroffen wird.;14922;
2962;Trotzt dem Eis (25 Spieler);Bezwingt Hodir im 25-Spieler-Modus, ohne dass ein Gruppenmitglied von 'Blitzeis' getroffen wird.;14922;
2963;Meine Freunde sind die coolsten (10 Spieler);Bezwingt Hodir im 10-Spieler-Modus, ohne dass ein befreundeter NSC stirbt.;14922;
2965;Meine Freunde sind die coolsten (25 Spieler);Bezwingt Hodir im 25-Spieler-Modus, ohne dass ein befreundeter NSC stirbt.;14922;
2967;Langsam wird's kalt (10 Spieler);Bezwingt Hodir im 10-Spieler-Modus, ohne dass ein Gruppenmitglied mehr als 2 Stapel 'Beißende Kälte' hat.;14922;
2968;Langsam wird's kalt (25 Spieler);Bezwingt Hodir im 25-Spieler-Modus, ohne dass ein Gruppenmitglied mehr als 2 Stapel 'Beißende Kälte' hat.;14922;
2969;Den ganzen Winter über gestärkt (10 Spieler);Besitzt die Effekte 'Wärmendes Feuer', 'Sturmkraft' und 'Sternenlicht' gleichzeitig im 10-Spieler-Modus.;14922;
2970;Den ganzen Winter über gestärkt (25 Spieler);Besitzt die Effekte 'Wärmendes Feuer', 'Sturmkraft' und 'Sternenlicht' gleichzeitig im 25-Spieler-Modus.;14922;
2971;Ohne Blitz (10 Spieler);Bezwingt Thorim im 10-Spieler-Modus, ohne dass ein Schlachtzugsmitglied von 'Blitzladung' getroffen wird.;14922;
2972;Ohne Blitz (25 Spieler);Bezwingt Thorim im 25-Spieler-Modus, ohne dass ein Schlachtzugsmitglied von 'Blitzladung' getroffen wird.;14922;
2973;Ich schaff' euch alle! (10 Spieler);Bezwingt Thorim, den uralten Runengigant und den Runenkoloss im 10-Spieler-Modus.;14922;
2974;Ich schaff' euch alle! (25 Spieler);Bezwingt Thorim, den uralten Runengigant und den Runenkoloss im 25-Spieler-Modus.;14922;
2975;Wer braucht schon Kampfrausch? (10 Spieler);Bezwingt Thorim im 10-Spieler-Modus unter dem Einfluss der 'Aura der Schnelligkeit'.;14922;
2976;Wer braucht schon Kampfrausch? (25 Spieler);Bezwingt Thorim im 25-Spieler-Modus unter dem Einfluss der 'Aura der Schnelligkeit'.;14922;
2977;Versift (10 Spieler);Zwingt Thorim im 10-Spieler-Modus, die Arena zu betreten, während Sif da ist.;14922;
2978;Versift (25 Spieler);Zwingt Thorim im 25-Spieler-Modus, die Arena zu betreten, während Sif da ist.;14922;
2979;Kleinholz (10 Spieler);Bezwingt den Ältesten Hellblatt, den Ältesten Eisenast und den Ältesten Steinrinde in einem Abstand von 15 Sekunden voneinander im 10-Spieler-Modus.;14922;
2980;Schock-Konservieren (10 Spieler);Bezwingt Freya im 10-Spieler-Modus innerhalb von 20 Minuten, nachdem Ihr die erste Kreatur im Konservatorium des Lebens getötet habt.;14922;
2981;Schock-Konservieren (25 Spieler);Bezwingt Freya im 25-Spieler-Modus innerhalb von 20 Minuten, nachdem Ihr die erste Kreatur im Konservatorium des Lebens getötet habt.;14922;
2982;Zurück zur Natur (10 Spieler);Bezwingt Freya im 10-Spieler-Modus, während sich noch 25 Stapel von 'Einstimmung auf die Natur' auf ihr befinden.;14922;
2983;Zurück zur Natur (25 Spieler);Bezwingt Freya im 25-Spieler-Modus, während sich noch 25 Stapel von 'Einstimmung auf die Natur' auf ihr befinden.;14922;
2984;Abholzung (25 Spieler);Bezwingt 2 uralte Wassergeister, 2 Sturmpeitscher und 2 Knallpeitscher innerhalb von 10 Sekunden im 25-Spieler-Modus.;14922;
2985;Abholzung (10 Spieler);Bezwingt 2 uralte Wassergeister, 2 Sturmpeitscher und 2 Knallpeitscher innerhalb von 10 Sekunden im 10-Spieler-Modus.;14922;
2989;Ein Bombenspektakel (10 Spieler);Bezwingt Mimiron im 10-Spieler-Modus, ohne dass ein Schlachtzugsmitglied von einem der folgenden Effekte getroffen wird.;14922;
2995;Kein Freund von Beschuss (25 Spieler);Zwingt Mimiron im 25-Spieler-Modus, einen Angriffsbot mit einem Raketenschlag zu vernichten.;14922;
2996;Schattenboxer (10 Spieler);Bezwingt General Vezax im 10-Spieler-Modus, ohne dass ein Gruppenmitglied von 'Schattengeschoss' getroffen wird.;14922;
2997;Schattenboxer (25 Spieler);Bezwingt General Vezax im 25-Spieler-Modus, ohne dass ein Gruppenmitglied von 'Schattengeschoss' getroffen wird.;14922;
3002;Supermassiv (25 Spieler);Bezwingt Algalon den Beobachter im 25-Spieler-Modus, nachdem Ihr innerhalb von 10 Sekunden 3 schwarze Löcher geschlossen habt.;14922;
3003;Supermassiv (10 Spieler);Bezwingt Algalon den Beobachter im 10-Spieler-Modus, nachdem Ihr innerhalb von 10 Sekunden 3 schwarze Löcher geschlossen habt.;14922;
3004;Er labt sich an Euren Tränen (10 Spieler);Bezwingt Algalon den Beobachter im 10-Spieler-Modus, ohne dass ein Schlachtzugsmitglied innerhalb dieses Schlachtzugszyklus durch Algalon getötet wird.;81;
3005;Er labt sich an Euren Tränen (25 Spieler);Bezwingt Algalon den Beobachter im 25-Spieler-Modus, ohne dass ein Schlachtzugsmitglied innerhalb dieses Schlachtzugszyklus durch Algalon getötet wird.;81;
3006;Die verrückte Katzenlady (10 Spieler);Bezwingt Auriaya im 10-Spieler-Modus, ohne ihre Späher des Sanktums zu töten.;14922;
3007;Die verrückte Katzenlady (25 Spieler);Bezwingt Auriaya im 25-Spieler-Modus, ohne ihre Späher des Sanktums zu töten.;14922;
3008;Das macht mich wahnsinnig (10 Spieler);Bezwingt Yogg-Saron im 10-Spieler-Modus, ohne dass ein Schlachtzugsmitglied verrückt wird.;14922;
3009;Küsst euch und vertragt euch wieder (10 Spieler);Gebt Sara, während sie wütend ist, einen /kuss in Ulduar im 10-Spieler-Modus.;14922;
3010;Das macht mich wahnsinnig (25 Spieler);Bezwingt Yogg-Saron im 25-Spieler-Modus, ohne dass ein Schlachtzugsmitglied verrückt wird.;14922;
3011;Küsst euch und vertragt euch wieder (25 Spieler);Gebt Sara, während sie wütend ist, einen /kuss in Ulduar im 25-Spieler-Modus.;14922;
3012;Noch älter wird DER nicht (10 Spieler);Bezwingt Yogg-Saron innerhalb von 7 Minuten im 10-Spieler-Modus.;14922;
3013;Noch älter wird DER nicht (25 Spieler);Bezwingt Yogg-Saron innerhalb von 7 Minuten im 25-Spieler-Modus.;14922;
3014;Sie kommen aus den Wänden! (10 Spieler);Bezwingt 9 Wächter von Yogg-Saron innerhalb von 12 Sekunden im 10-Spieler-Modus.;14922;
3015;In seinem Heim wartet er und träumt (10 Spieler);Werdet Zeuge aller 3 Visionen Yogg-Sarons im 10-Spieler-Modus.;14922;
3016;In seinem Heim wartet er und träumt (25 Spieler);Werdet Zeuge aller 3 Visionen Yogg-Sarons im 25-Spieler-Modus.;14922;
3017;Sie kommen aus den Wänden! (25 Spieler);Bezwingt 9 Wächter von Yogg-Saron innerhalb von 12 Sekunden im 25-Spieler-Modus.;14922;
3018;Erhaltene Embleme der Eroberung;Erhaltene Embleme der Eroberung;15176;
3036;Genug beobachtet (10 Spieler);Bezwingt Algalon den Beobachter im 10-Spieler-Modus.;14922;
3037;Genug beobachtet (25 Spieler);Bezwingt Algalon den Beobachter im 25-Spieler-Modus.;14922;
3056;Orbitales Inferno (10 Spieler);Bezwingt den Flammenleviathan mit allen 4 aktiven orbitalen Verteidigungssystemen im 10-Spieler-Modus.;14922;
3057;Orbitales Inferno (25 Spieler);Bezwingt den Flammenleviathan mit 4 aktiven orbitalen Verteidigungssystemen im 25-Spieler-Modus.;14922;
3058;Herzensbrecher (10 Spieler);Bezwingt den XT-002 Dekonstruktor im 10-Spieler-Modus, nachdem Ihr sein Herz zerstört habt.;14922;
3059;Herzensbrecher (25 Spieler);Bezwingt den XT-002 Dekonstruktor im 25-Spieler-Modus, nachdem Ihr sein Herz zerstört habt.;14922;
3076;Neun Leben (10 Spieler);Bezwingt den Wilden Verteidiger im 10-Spieler-Modus, während Ihr Auriaya besiegt.;14922;
3077;Neun Leben (25 Spieler);Bezwingt den Wilden Verteidiger im 25-Spieler-Modus, während Ihr Auriaya besiegt.;14922;
3096;Frostwyrm des tödlichen Gladiators;Erhaltet den 'Frostwyrm des tödlichen Gladiators' der Arenasaison 5 von 'Wrath of the Lich King'.;81;
3097;Zwergageddon (10 Spieler);Zerstört 100 stahlgeschmiedete Verteidiger innerhalb von 10 Sekunden im Ulduarspießrutenlauf im 10-Spieler-Modus.;14922;
3098;Zwergageddon (25 Spieler);Zerstört 100 stahlgeschmiedete Verteidiger innerhalb von 10 Sekunden im Ulduarspießrutenlauf im 25-Spieler-Modus.;14922;
3117;Erster Todesbote des Realms!;An der ersten Vernichtung Yogg-Sarons ohne die Unterstützung der Wächter im 25-Spieler-Modus auf dem Realm teilgenommen.;81;
3118;Kleinholz (25 Spieler);Bezwingt den Ältesten Hellblatt, den Ältesten Eisenast und den Ältesten Steinrinde in einem Abstand von 15 Sekunden voneinander im 25-Spieler-Modus.;14922;
3136;Emalon der Sturmwächter (10 Spieler);Bezwingt Emalon den Sturmwächter im 10-Spieler-Modus.;14901;
3137;Emalon der Sturmwächter (25 Spieler);Bezwingt Emalon den Sturmwächter im 25-Spieler-Modus.;14901;
3138;Kein Freund von Beschuss (10 Spieler);Zwingt Mimiron im 10-Spieler-Modus, einen Angriffsbot mit einem Raketenschlag zu vernichten.;14922;
3141;Zwei Lichter im Dunkeln (10 Spieler);Bezwingt Yogg-Saron im 10-Spieler-Modus mit Unterstützung von zwei oder weniger Wächtern.;14922;
3142;Val'anyr, Hammer der Uralten Könige;Träger von Val'anyr, Hammer der Uralten Könige.;81;
3157;Drei Lichter im Dunkeln (10 Spieler);Bezwingt Yogg-Saron im 10-Spieler-Modus mit Unterstützung von drei oder weniger Wächtern.;14922;
3158;Ein Licht im Dunkeln (10 Spieler);Bezwingt Yogg-Saron im 10-Spieler-Modus mit Unterstützung von einem oder weniger Wächtern.;14922;
3159;Allein im Dunkeln (10 Spieler);Bezwingt Yogg-Saron im 10-Spieler-Modus ohne die Unterstützung der Wächter.;14922;
3161;Drei Lichter im Dunkeln (25 Spieler);Bezwingt Yogg-Saron im 25-Spieler-Modus mit Unterstützung von drei oder weniger Wächtern.;14922;
3162;Zwei Lichter im Dunkeln (25 Spieler);Bezwingt Yogg-Saron im 25-Spieler-Modus mit Unterstützung von zwei oder weniger Wächtern.;14922;
3163;Ein Licht im Dunkeln (25 Spieler);Bezwingt Yogg-Saron im 25-Spieler-Modus mit Unterstützung von einem oder weniger Wächtern.;14922;
3164;Allein im Dunkeln (25 Spieler);Bezwingt Yogg-Saron im 25-Spieler-Modus ohne die Unterstützung der Wächter.;14922;
3176;Die Illusion zerbricht (10 Spieler);Bezwingt Thorim in Anwesenheit von Sif im 10-Spieler-Modus.;14922;
3177;Auf Holz geklopft (10 Spieler);Bezwingt Freya im 10-Spieler-Modus und lasst mindestens 1 Ältesten am Leben.;14922;
3178;Auf viel Holz geklopft (10 Spieler);Bezwingt Freya im 10-Spieler-Modus und lasst mindestens 2 Älteste am Leben.;14922;
3179;Auf SEHR viel Holz geklopft (10 Spieler);Bezwingt Freya im 10-Spieler-Modus und lasst mindestens 3 Älteste am Leben.;14922;
3180;Brandmeister (10 Spieler);Bezwingt Mimiron im 10-Spieler-Modus, nachdem Ihr den Selbstzerstörungsmechanismus ausgelöst habt.;14922;
3181;Ich liebe den Geruch von Saronit am Morgen (10 Spieler);Bezwingt General Vezax im 10-Spieler-Modus, nachdem Ihr den Saronitanimus besiegt habt.;14922;
3182;Der Prinz vom einzigartigen Schrein (10 Spieler);Bezwingt Hodir im 10-Spieler-Modus, bevor er seinen einzigartigen Schrein zerstört.;14922;
3183;Die Illusion zerbricht (25 Spieler);Bezwingt Thorim in Anwesenheit von Sif im 25-Spieler-Modus.;14922;
3184;Der Prinz vom einzigartigen Schrein (25 Spieler);Bezwingt Hodir im 25-Spieler-Modus, bevor er seinen einzigartigen Schrein zerstört.;14922;
3185;Auf Holz geklopft (25 Spieler);Bezwingt Freya im 25-Spieler-Modus und lasst mindestens 1 Ältesten am Leben.;14922;
3186;Auf viel Holz geklopft (25 Spieler);Bezwingt Freya im 25-Spieler-Modus und lasst mindestens 2 Älteste am Leben.;14922;
3187;Auf SEHR viel Holz geklopft (25 Spieler);Bezwingt Freya im 25-Spieler-Modus und lasst mindestens 3 Älteste am Leben.;14922;
3188;Ich liebe den Geruch von Saronit am Morgen (25 Spieler);Bezwingt General Vezax im 25-Spieler-Modus, nachdem Ihr den Saronitanimus besiegt habt.;14922;
3189;Brandmeister (25 Spieler);Bezwingt Mimiron im 25-Spieler-Modus, nachdem Ihr den Selbstzerstörungsmechanismus ausgelöst habt.;14922;
3216;Erlernte Verhüttungsmethoden;Erlernte Verhüttungsmethoden;173;
3217;Balzen mit Marcia;Schließt jede der 5 unten aufgelisteten täglichen Angelquests von Marcia Balzer ab.;171;
3218;Schildkröten bis ganz unten;Fischt ein Meeresschildkrötenreittier aus einem beliebigen Fischschwarm in Tiefenheim, auf dem Hyjal, im Schattenhochland, in Uldum, in Nordend oder in Pandaria.;171;
3236;Siege über Emalon den Sturmwächter (Tausendwinter, 25 Spieler);Siege über Emalon den Sturmwächter (Tausendwinter, 25 Spieler);14823;
3237;Ein Bombenspektakel (25 Spieler);Bezwingt Mimiron im 25-Spieler-Modus, ohne dass ein Schlachtzugsmitglied von einem der folgenden Effekte getroffen wird.;14922;
3256;Siege über Hodir (Ulduar, 25 Spieler);Siege über Hodir (Ulduar, 25 Spieler);14823;
3257;Siege über Thorim (Ulduar, 25 Spieler);Siege über Thorim (Ulduar, 25 Spieler);14823;
3258;Siege über Freya (Ulduar, 25 Spieler);Siege über Freya (Ulduar, 25 Spieler);14823;
3259;Erster Himmelsverteidiger des Realms!;An dem ersten Sieg über Algalon den Beobachter im 25-Spieler-Modus auf dem Realm teilgenommen.;81;
3296;Kochen mit Finesse;Erhaltet eine Kochmütze.;170;
3316;Herold der Titanen;Bezwingt Algalon den Beobachter auf Stufe 80 im 10-Spieler-Modus, ohne dass die Schlachtzugsmitglieder Ausrüstungsteile tragen, deren Gegenstandsstufe höher ist als die in 10-Spieler-Ulduar verfügbare.;81;
3336;Tödlicher Gladiator;Den Titel 'Tödlicher Gladiator' erhalten.;81;
3356;Frostsäbler aus Winterquell;Erhaltet einen Frostsäbler aus Winterquell.;81;
3357;Gifthautravasaurus;Erhaltet einen Gifthautravasaurus.;81;
3436;Wütender Gladiator;Den Titel 'Wütender Gladiator' erhalten.;81;
3456;Des toten Manns Party;Tanzt mit Catrina, um während des Tages der Toten zu einem Skelett zu werden.;155;
3457;Der Schatz des Kapitäns;Trinkt mit Schreckenskapitänin DeMeza, um am Piratentag Teil ihrer Crew zu werden.;155;
3478;Pilger;Schließt die unten aufgeführten Pilgerfreuden-Erfolge ab.;155;
3496;Ein ebenso trinkfestes wie schnelles Reittier;Erhaltet ein episches Braufestreittier.;81;
3536;Der maritime Marinesoldat;Stolzer Besitzer von Gurglis schwerem Murlocei von der BlizzCon 2009.;81;
3556;Pilgerwampe;Erhaltet bei einem vollständigen Festmahl in jeder Hauptstadt der Allianz die Einsicht, dass Teilen Freude macht.;14981;
3557;Pilgerwampe;Erhaltet bei einem vollständigen Festmahl in jeder Hauptstadt der Horde die Einsicht, dass Teilen Freude macht.;14981;
3558;Teilen macht Freude;Reicht am reich gedeckten Tisch eine Portion von jedem Mahl herum.;14981;
3559;Auf der Mauer auf der Lauer;Versetzt diesen dreckigen, herumschleichenden Schurken einen Schuss aus Eurer Truthahnbüchse.;14981;
3576;Dampfende Töpfe;Bereitet von jedem Pilgerfreudenmahl eine Portion zu.;14981;
3577;Dampfende Töpfe;Bereitet von jedem Pilgerfreudenmahl eine Portion zu.;14981;
3578;Der Truthahnator;Jagt genügend wilde Truthähne, um den Truthahntriumph zu erlangen.;14981;
3579;"ESSENSSCHLACHT!""""";Werft an einem reich gedeckten Tisch einem anderen Gast Essen an den Kopf.;14981;
3580;Pilgerbedrohung;Nehmt an einem reich gedeckten Tisch jeder feindlichen Hauptstadt Platz, während Ihr entweder ein Pilgerkleid, eine Pilgerrobe oder ein Pilgergewand tragt.;14981;
3581;Pilgerbedrohung;Nehmt an einem reich gedeckten Tisch jeder feindlichen Hauptstadt Platz, während Ihr entweder ein Pilgerkleid, eine Pilgerrobe oder ein Pilgergewand tragt.;14981;
3582;Zeit für Terokkar-Truthahn;Bezwingt Klauenkönig Ikiss, während Ihr einen Pilgerhut und entweder ein Pilgerkleid, eine Pilgerrobe oder ein Pilgergewand tragt.;14981;
3596;Pilgerfortschritt;Schließt jede tägliche Quest des Pilgerfreudenfests ab;14981;
3597;Pilgerfortschritt;Schließt jede tägliche Quest des Pilgerfreudenfests ab;14981;
3618;Murkimus der Gladiator;Stolzer Besitzer des Begleiters Murkimus der Gladiator.;81;
3636;Jadetiger;Während der Verteilung des Jadetigers eingeloggt.;81;
3676;Der Silberbund;Erreicht beim Silberbund den Status ehrfürchtig und erringt das Recht, beim Argentumturnier eine Stadt zu repräsentieren.;14941;
3677;Die Sonnenhäscher;Erreicht bei den Sonnenhäschern den Status ehrfürchtig und erringt das Recht, beim Argentumturnier eine Stadt zu repräsentieren.;14941;
3736;Aufsitzen!;Erwerbt ein Argentumpony von Dame Evniki Kapsalis, der Rüstmeisterin des Kreuzzugs, und nutzt es.;14941;
3756;Frostwyrm des wütenden Gladiators;Erhaltet den 'Frostwyrm des wütenden Gladiators' aus Arenasaison 6 von 'Wrath of the Lich King'.;81;
3757;Frostwyrm des unerbittlichen Gladiators;Erhaltet den 'Frostwyrm des unerbittlichen Gladiators' aus Arenasaison 7 von 'Wrath of the Lich King'.;81;
3758;Unerbittlicher Gladiator;Den Titel 'Unerbittlicher Gladiator' erhalten.;81;
3776;Sieg auf der Insel der Eroberung;Gewinnt auf der Insel der Eroberung.;15003;
3777;Veteran der Insel der Eroberung;Erringt 100 Siege auf der Insel der Eroberung.;15003;
3778;Prüfung des Champions;Bezwingt die Bosse in der Prüfung des Champions.;14806;
3797;Schlag in den Nacken (10 Spieler);Bezwingt Eisheuler im 10-Spieler-Modus während mindestens 2 Schneebolde am Leben sind.;14922;
3798;Was uns nicht tötet, härtet uns ab (10 Spieler);Tötet die feindlichen Helden im 10-Spieler-Modus innerhalb von 60 Sekunden, nachdem der Erste gefallen ist.;14922;
3799;Salz und Pfeffer (10 Spieler);Bezwingt im 10-Spieler-Modus die Zwillingsval'kyr innerhalb von 3 Minuten oder weniger.;14922;
3800;Der Verräterkönig (10 Spieler);Tötet im 10-Spieler-Modus innerhalb von 30 Sekunden 25 Schwarmskarabäen.;14922;
3802;Argentumbeichtpate;Erntet Ruhm, indem Ihr die Argentumbeichtpatin Blondlocke auf dem Schwierigkeitsgrad 'Heroisch' bei verschiedenen Versuchen der Prüfung des Champions bezwingt, nachdem Ihr fünf verschiedene Erinnerungen der Vergangenheit unterdrückt habt.;14806;
3803;Es ist fast zu einfach...;Bezwingt Eadric den Reinen in der Prüfung des Champions mit seinem eigenen Hammer auf dem Schwierigkeitsgrad 'Heroisch'.;14806;
3804;Ich hab' schon Schlimmeres gesehen.;Bezwingt den Schwarzen Ritter in der Prüfung des Champions auf dem Schwierigkeitsgrad 'Heroisch' ohne dass ein Gruppenmitglied von 'Ghulexplosion' getroffen wird.;14806;
3808;Ein Tribut an die gute Leistung (10 Spieler);Erreicht in der Prüfung des Obersten Kreuzfahrers eine Tributtruhe mit mindestens 25 verbleibenden Versuchen im 10-Spieler-Modus.;81;
3809;Ein Tribut an die hervorragende Leistung (10 Spieler);Erreicht in der Prüfung des Obersten Kreuzfahrers eine Tributtruhe mit mindestens 45 verbleibenden Versuchen im 10-Spieler-Modus.;81;
3810;Ein Tribut an den Wahnsinn (10 Spieler);Erreicht in der Prüfung des Obersten Kreuzfahrers eine Tributtruhe mit 50 verbleibenden Versuchen im 10-Spieler-Modus.;81;
